Index,Team,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90
140,Nice,Dante,BRA,DF,41.0,14.0,12.0,1104.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,11.0,56.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
141,Nice,Tanguy Ndombele,FRA,MF,28.0,16.0,12.0,1098.0,12.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.4,2.4,2.3,4.6,21.0,55.0,34.0,0.08,0.16,0.25,0.08,0.25,0.19,0.19,0.38,0.19,0.38
142,Nice,Youssouf Ndayishimiye,BDI,DF,26.0,13.0,12.0,1032.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,9.0,30.0,4.0,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05
143,Nice,Melvin Bard,FRA,"DF,MF",24.0,13.0,11.0,960.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.4,1.8,22.0,37.0,31.0,0.09,0.0,0.09,0.09,0.09,0.13,0.04,0.17,0.13,0.17
144,Nice,Ali Abdi,TUN,"DF,MF",31.0,12.0,9.0,807.0,9.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,1.4,2.5,23.0,27.0,56.0,0.22,0.22,0.45,0.22,0.45,0.13,0.15,0.28,0.13,0.28
145,Nice,Gaëtan Laborde,FRA,FW,30.0,14.0,8.0,788.0,8.8,7.0,2.0,9.0,4.0,3.0,3.0,0.0,0.0,6.4,4.0,1.2,5.3,16.0,18.0,63.0,0.8,0.23,1.03,0.46,0.69,0.73,0.14,0.87,0.46,0.6
146,Nice,Jeremie Boga,CIV,"MF,FW",28.0,10.0,8.0,621.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.5,2.7,35.0,17.0,45.0,0.0,0.14,0.14,0.0,0.14,0.19,0.21,0.4,0.19,0.4
147,Nice,Sofiane Diop,FRA,"MF,FW",24.0,16.0,7.0,748.0,8.3,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,5.1,5.1,1.2,6.3,12.0,36.0,38.0,0.6,0.36,0.96,0.6,0.96,0.62,0.15,0.77,0.62,0.77
148,Nice,Mohamed Abdelmoneim,EGY,DF,26.0,8.0,7.0,608.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Nice,Badredine Bouanani,ALG,"MF,FW",20.0,18.0,6.0,674.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,1.0,2.3,31.0,30.0,53.0,0.27,0.0,0.27,0.27,0.27,0.18,0.14,0.31,0.18,0.31
150,Nice,Antoine Mendy,FRA,DF,20.0,11.0,5.0,539.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,9.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.09,0.07,0.09
151,Nice,Tom Louchet,FRA,"DF,MF",21.0,12.0,5.0,497.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.9,12.0,21.0,24.0,0.18,0.0,0.18,0.18,0.18,0.03,0.14,0.16,0.03,0.16
152,Nice,Youssoufa Moukoko,GER,"FW,MF",20.0,11.0,2.0,204.0,2.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.2,2.2,0.8,3.0,2.0,6.0,12.0,0.88,0.44,1.32,0.88,1.32,0.96,0.36,1.32,0.96,1.32
153,Nice,Baptiste Santamaria,FRA,MF,29.0,2.0,2.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
154,Nice,Yael Nandjou,FRA,DF,19.0,3.0,2.0,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,1.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.13,0.44,0.57,0.13,0.57
155,Nice,Bilal Brahimi,ALG,MF,24.0,2.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07
156,Nice,Amidou Doumbouya,FRA,DF,17.0,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Nice,Victor Orakpo,NGA,FW,18.0,4.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81
158,Nice,Jordan Lotomba,SUI,"MF,DF",26.0,2.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Nice,Issiaga Camara,GUI,MF,20.0,4.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Nice,Rareş Ilie,ROU,MF,21.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,2.47,2.72,0.25,2.72
161,Nice,Bernard Nguene,CMR,FW,18.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Nice,Laurenzo Alvarenga,FRA,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Nice,Teddy Boulhendi,FRA,GK,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Nice,Maxime Dupé,FRA,GK,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Nice,Everton Pereira,FRA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Nice,Iliesse Salhi,FRA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Nice,Daouda Traoré,FRA,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Lens,Adrien Thomasson,FRA,MF,31.0,20.0,20.0,1633.0,18.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,3.3,3.3,4.4,7.7,16.0,93.0,78.0,0.11,0.17,0.28,0.11,0.28,0.18,0.24,0.42,0.18,0.42
169,Lens,Facundo Medina,ARG,"DF,MF",25.0,18.0,18.0,1588.0,17.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,1.0,2.1,34.0,110.0,27.0,0.0,0.06,0.06,0.0,0.06,0.06,0.05,0.12,0.06,0.12
170,Lens,Przemysław Frankowski,POL,DF,29.0,18.0,16.0,1387.0,15.4,4.0,2.0,6.0,2.0,2.0,2.0,3.0,0.0,2.3,0.7,2.5,3.2,33.0,117.0,95.0,0.26,0.13,0.39,0.13,0.26,0.15,0.16,0.31,0.05,0.21
171,Lens,Andy Diouf,FRA,MF,21.0,20.0,16.0,1372.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.2,2.5,52.0,83.0,46.0,0.07,0.07,0.13,0.07,0.13,0.08,0.08,0.16,0.08,0.16
172,Lens,Brice Samba,FRA,GK,30.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Lens,M'Bala Nzola,ANG,FW,28.0,15.0,13.0,1124.0,12.5,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,7.4,7.4,1.3,8.7,20.0,21.0,103.0,0.48,0.08,0.56,0.48,0.56,0.59,0.1,0.69,0.59,0.69
174,Lens,Florian Sotoca,FRA,"FW,MF",34.0,18.0,13.0,1032.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.3,3.3,1.1,4.4,26.0,62.0,105.0,0.0,0.09,0.09,0.0,0.09,0.29,0.1,0.38,0.29,0.38
175,Lens,Kevin Danso,AUT,DF,26.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.0,1.5,9.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
176,Lens,Jonathan Gradit,FRA,DF,32.0,13.0,12.0,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.7,8.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06
177,Lens,Abdukodir Khusanov,UZB,DF,20.0,13.0,11.0,975.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.3,0.6,2.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
178,Lens,Angelo Fulgini,FRA,"MF,FW",28.0,17.0,10.0,835.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.4,4.4,23.0,57.0,90.0,0.11,0.11,0.22,0.11,0.22,0.22,0.26,0.48,0.22,0.48
179,Lens,Anass Zaroury,MAR,"FW,MF",24.0,15.0,10.0,743.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.6,2.6,20.0,31.0,63.0,0.0,0.12,0.12,0.0,0.12,0.12,0.2,0.31,0.12,0.31
180,Lens,Deiver Machado,COL,"DF,MF",31.0,16.0,9.0,932.0,10.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.8,1.8,0.8,2.6,26.0,23.0,41.0,0.1,0.0,0.1,0.1,0.1,0.17,0.08,0.25,0.17,0.25
181,Lens,Jhoanner Chávez,ECU,"DF,MF",22.0,10.0,7.0,596.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,14.0,9.0,36.0,0.15,0.0,0.15,0.15,0.15,0.04,0.11,0.15,0.04,0.15
182,Lens,Rémy Labeau Lascary,GLP,"FW,MF",21.0,14.0,6.0,637.0,7.1,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.5,2.5,1.1,3.6,17.0,7.0,71.0,0.28,0.14,0.42,0.28,0.42,0.36,0.15,0.51,0.36,0.51
183,Lens,Malang Sarr,FRA,DF,26.0,8.0,6.0,564.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
184,Lens,Wesley Saïd,FRA,"FW,MF",29.0,11.0,5.0,402.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.3,2.3,7.0,14.0,25.0,0.22,0.0,0.22,0.22,0.22,0.44,0.07,0.51,0.44,0.51
185,Lens,Neil El Aynaoui,FRA,MF,23.0,11.0,4.0,478.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,6.0,31.0,13.0,0.19,0.0,0.19,0.19,0.19,0.1,0.14,0.24,0.1,0.24
186,Lens,Goduine Koyalipou,CTA,FW,24.0,4.0,4.0,281.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,8.0,6.0,27.0,0.32,0.0,0.32,0.32,0.32,0.33,0.09,0.42,0.33,0.42
187,Lens,David Costa,POR,"MF,FW",24.0,11.0,3.0,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.4,1.6,14.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.31,0.1,0.41,0.31,0.41
188,Lens,Ruben Aguilar,FRA,DF,31.0,6.0,3.0,279.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.8,2.0,14.0,29.0,0.0,0.32,0.32,0.0,0.32,0.05,0.22,0.27,0.05,0.27
189,Lens,Hervé Koffi,BFA,GK,28.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Lens,Mathew Ryan,AUS,GK,32.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Lens,Hamzat Ojediran,NGA,"MF,FW",21.0,12.0,1.0,359.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,0.9,2.0,19.0,1.0,0.25,0.0,0.25,0.25,0.25,0.11,0.11,0.22,0.11,0.22
192,Lens,Nampalys Mendy,SEN,MF,32.0,4.0,1.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Lens,Tom Pouilly,FRA,DF,21.0,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Lens,Martin Satriano,URU,"FW,DF",23.0,4.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.71,0.26,0.98,0.71,0.98
195,Lens,Jeremy Agbonifo,SWE,FW,19.0,1.0,0.0,31.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,0.0,5.0,2.9,0.0,2.9,2.9,2.9,1.37,0.0,1.37,1.37,1.37
196,Lens,Gabin Capuano,FRA,FW,18.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Lens,Kembo Diliwidi,FRA,DF,19.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Lens,Juma Bah,SLE,DF,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Lens,Kyllian Antonio,FRA,DF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Lens,Hervé Boua Dié,FRA,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Lens,Adam Delplace,FRA,GK,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Lens,Ismaëlo Ganiou,FRA,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Lens,Massadio Haïdara,MLI,"DF,MF",32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
