Index,Team,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90
45,Marseille,Ulisses Garcia,SUI,DF,29.0,12.0,5.0,494.0,5.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.7,2.2,10.0,16.0,67.0,0.36,0.18,0.55,0.36,0.55,0.27,0.12,0.39,0.27,0.39
46,Marseille,Pol Lirola,ESP,DF,27.0,11.0,4.0,443.0,4.9,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,7.0,11.0,30.0,0.2,0.41,0.61,0.2,0.61,0.1,0.1,0.2,0.1,0.2
47,Marseille,Jon Rowe,ENG,"FW,MF",21.0,17.0,3.0,483.0,5.4,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,2.8,5.3,20.0,20.0,53.0,0.37,0.37,0.75,0.37,0.75,0.45,0.53,0.98,0.45,0.98
48,Marseille,Ismaël Koné,CAN,"MF,FW",22.0,8.0,3.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.6,2.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16
49,Marseille,Bilal Nadir,FRA,MF,21.0,8.0,3.0,201.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,6.0,7.0,12.0,0.45,0.0,0.45,0.45,0.45,0.14,0.09,0.24,0.14,0.24
50,Marseille,Valentin Carboni,ARG,"MF,FW",19.0,4.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14
51,Marseille,Robinio Vaz,FRA,FW,17.0,2.0,0.0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
52,Marseille,Amine Gouiri,ALG,"MF,FW",24.0,1.0,0.0,33.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,3.0,1.0,5.0,0.0,2.73,2.73,0.0,2.73,0.67,2.72,3.39,0.67,3.39
53,Marseille,Bamo Meïté,CIV,"DF,MF",23.0,3.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Marseille,Enzo Sternal,FRA,"FW,MF",17.0,2.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
55,Marseille,Darryl Bakola,FRA,DF,17.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Marseille,Emmanuel Koum Mbondo,FRA,DF,18.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Marseille,Faris Pemi Moumbagna,CMR,FW,24.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Marseille,Keyliane Abdallah,FRA,FW,18.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Marseille,Salim Ben Seghir,FRA,FW,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Marseille,Jeffrey De Lange,NED,GK,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Marseille,Luiz Felipe,ITA,DF,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Marseille,Gael Lafont,FRA,FW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Marseille,Bamo Meïté,CIV,MF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Marseille,Rony Mimb Baheng,CMR,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Marseille,Roggerio Nyakossi,SUI,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Marseille,Jelle Van Neck,BEL,GK,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Monaco,Thilo Kehrer,GER,DF,28.0,17.0,17.0,1530.0,17.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.2,1.2,0.3,1.4,9.0,84.0,2.0,0.24,0.0,0.24,0.24,0.24,0.07,0.01,0.08,0.07,0.08
68,Monaco,Lamine Camara,SEN,MF,21.0,17.0,15.0,1231.0,13.7,2.0,5.0,7.0,2.0,0.0,0.0,7.0,1.0,1.5,1.5,2.8,4.3,16.0,86.0,28.0,0.15,0.37,0.51,0.15,0.51,0.11,0.2,0.31,0.11,0.31
69,Monaco,Maghnes Akliouche,FRA,"FW,MF",22.0,18.0,14.0,1285.0,14.3,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,4.5,8.5,62.0,94.0,123.0,0.21,0.35,0.56,0.21,0.56,0.28,0.32,0.6,0.28,0.6
70,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",19.0,20.0,14.0,1226.0,13.6,5.0,3.0,8.0,3.0,2.0,2.0,0.0,0.0,4.6,3.2,3.7,6.9,58.0,82.0,130.0,0.37,0.22,0.59,0.22,0.44,0.34,0.27,0.61,0.23,0.5
71,Monaco,Takumi Minamino,JPN,"MF,FW",30.0,17.0,14.0,1214.0,13.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.3,4.3,4.6,8.9,27.0,68.0,98.0,0.07,0.07,0.15,0.07,0.15,0.32,0.34,0.66,0.32,0.66
72,Monaco,Vanderson,BRA,DF,23.0,16.0,14.0,1203.0,13.4,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.7,1.7,1.4,3.0,31.0,50.0,65.0,0.07,0.15,0.22,0.07,0.22,0.12,0.1,0.23,0.12,0.23
73,Monaco,Wilfried Singo,CIV,DF,24.0,16.0,13.0,1187.0,13.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.2,2.4,21.0,65.0,17.0,0.08,0.15,0.23,0.08,0.23,0.09,0.09,0.18,0.09,0.18
74,Monaco,Aleksandr Golovin,RUS,"MF,FW",28.0,16.0,13.0,1108.0,12.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,2.4,4.7,38.0,111.0,70.0,0.24,0.0,0.24,0.24,0.24,0.18,0.19,0.38,0.18,0.38
75,Monaco,Denis Zakaria,SUI,MF,28.0,13.0,12.0,1072.0,11.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.4,2.9,9.0,39.0,14.0,0.17,0.17,0.34,0.17,0.34,0.21,0.03,0.24,0.21,0.24
76,Monaco,Mohammed Salisu,GHA,DF,25.0,13.0,11.0,1020.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.8,8.0,68.0,3.0,0.09,0.0,0.09,0.09,0.09,0.07,0.0,0.07,0.07,0.07
77,Monaco,Breel Embolo,SUI,FW,27.0,17.0,10.0,967.0,10.7,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,8.3,8.3,3.7,12.0,10.0,24.0,81.0,0.37,0.37,0.74,0.37,0.74,0.77,0.34,1.12,0.77,1.12
78,Monaco,Philipp Köhn,SUI,GK,26.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Monaco,Radosław Majecki,POL,GK,25.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Monaco,Soungoutou Magassa,FRA,MF,21.0,15.0,9.0,822.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.6,1.1,6.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12
81,Monaco,Caio Henrique Oliveira Silva,BRA,DF,27.0,13.0,8.0,788.0,8.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,2.3,2.4,25.0,46.0,63.0,0.0,0.23,0.23,0.0,0.23,0.01,0.27,0.28,0.01,0.28
82,Monaco,Christian Mawissa,FRA,DF,19.0,10.0,7.0,587.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,7.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
83,Monaco,Folarin Balogun,USA,FW,23.0,7.0,6.0,469.0,5.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.8,3.8,0.9,4.7,13.0,9.0,57.0,0.58,0.0,0.58,0.58,0.58,0.73,0.17,0.9,0.73,0.9
84,Monaco,George Ilenikhena,FRA,FW,18.0,16.0,5.0,548.0,6.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.3,3.3,1.3,4.5,7.0,5.0,39.0,0.16,0.33,0.49,0.16,0.49,0.54,0.21,0.75,0.54,0.75
85,Monaco,Kassoum Ouattara,FRA,"DF,FW",20.0,12.0,5.0,391.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.4,15.0,16.0,35.0,0.0,0.23,0.23,0.0,0.23,0.04,0.28,0.31,0.04,0.31
86,Monaco,Jordan Teze,NED,DF,25.0,12.0,5.0,377.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.2,1.2,1.0,2.2,6.0,19.0,34.0,0.24,0.0,0.24,0.24,0.24,0.28,0.23,0.52,0.28,0.52
87,Monaco,Mika Biereth,DEN,FW,21.0,3.0,3.0,270.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.4,2.4,1.0,3.4,2.0,6.0,35.0,1.33,0.0,1.33,1.33,1.33,0.81,0.32,1.14,0.81,1.14
88,Monaco,Ismail Jakobs,SEN,DF,25.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,9.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11
89,Monaco,Krépin Diatta,SEN,DF,25.0,8.0,1.0,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,9.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
90,Monaco,Saïmon Bouabré,FRA,"MF,FW",18.0,2.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Monaco,Eliot Matazo,BEL,MF,22.0,3.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
92,Monaco,Lucas Michal,FRA,"FW,MF",19.0,3.0,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.28,1.23,1.51,0.28,1.51
93,Monaco,Aladji Bamba,FRA,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Monaco,Mamadou Coulibaly,FRA,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Monaco,Edan Diop,FRA,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Monaco,Bradel Kiwa,FRA,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Monaco,Yann Liénard,FRA,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Monaco,Guillermo Maripán,CHI,DF,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Monaco,Samuel Nibombé,BEL,DF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Monaco,Jules Stawiecki,FRA,GK,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Lille,Lucas Chevalier,FRA,GK,23.0,20.0,20.0,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
102,Lille,Bafodé Diakité,FRA,DF,24.0,20.0,20.0,1800.0,20.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.7,1.7,0.1,1.8,9.0,58.0,3.0,0.15,0.05,0.2,0.15,0.2,0.08,0.01,0.09,0.08,0.09
103,Lille,Alexsandro Ribeiro,BRA,DF,25.0,17.0,17.0,1530.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,0.1,1.0,15.0,110.0,5.0,0.0,0.06,0.06,0.0,0.06,0.05,0.01,0.06,0.05,0.06
104,Lille,Benjamin André,FRA,MF,34.0,17.0,17.0,1522.0,16.9,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.2,1.2,1.1,2.3,17.0,126.0,39.0,0.0,0.06,0.06,0.0,0.06,0.07,0.07,0.14,0.07,0.14
105,Lille,Jonathan David,CAN,FW,25.0,19.0,16.0,1539.0,17.1,12.0,3.0,15.0,6.0,6.0,7.0,3.0,0.0,11.3,5.8,2.8,8.6,21.0,29.0,105.0,0.7,0.18,0.88,0.35,0.53,0.66,0.16,0.83,0.34,0.5
106,Lille,Gabriel Gudmundsson,SWE,DF,25.0,19.0,14.0,1245.0,13.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.9,1.5,48.0,69.0,80.0,0.14,0.0,0.14,0.14,0.14,0.04,0.06,0.11,0.04,0.11
107,Lille,Aïssa Mandi,ALG,DF,33.0,16.0,14.0,1157.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,8.0,63.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
108,Lille,Edon Zhegrova,KVX,"FW,MF",25.0,12.0,12.0,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.3,2.3,2.2,4.5,37.0,54.0,81.0,0.37,0.09,0.46,0.37,0.46,0.21,0.21,0.41,0.21,0.41
109,Lille,Thomas Meunier,BEL,DF,33.0,17.0,9.0,865.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,1.6,27.0,55.0,56.0,0.1,0.0,0.1,0.1,0.1,0.13,0.03,0.16,0.13,0.16
110,Lille,Hákon Arnar Haraldsson,ISL,"MF,FW",21.0,12.0,9.0,784.0,8.7,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.9,1.9,1.1,2.9,22.0,44.0,64.0,0.23,0.23,0.46,0.23,0.46,0.21,0.12,0.34,0.21,0.34
111,Lille,Rémy Cabella,FRA,"FW,MF",34.0,18.0,9.0,757.0,8.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.6,2.6,1.9,4.5,34.0,49.0,99.0,0.0,0.24,0.24,0.0,0.24,0.31,0.22,0.53,0.31,0.53
112,Lille,Angel Gomes,ENG,MF,24.0,13.0,9.0,691.0,7.7,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.7,0.9,2.1,3.0,15.0,47.0,45.0,0.13,0.13,0.26,0.13,0.26,0.22,0.28,0.5,0.12,0.39
113,Lille,Osame Sahraoui,MAR,"FW,MF",23.0,19.0,8.0,988.0,11.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,2.6,2.6,3.1,5.7,55.0,68.0,124.0,0.27,0.27,0.55,0.27,0.55,0.24,0.28,0.52,0.24,0.52
114,Lille,Ngal'Ayel Mukau,COD,MF,20.0,13.0,8.0,728.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.3,0.5,12.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
115,Lille,André Gomes,POR,MF,31.0,11.0,8.0,644.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.5,6.0,46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
116,Lille,Ayyoub Bouaddi,FRA,MF,17.0,15.0,7.0,681.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.9,7.0,22.0,11.0,0.0,0.13,0.13,0.0,0.13,0.01,0.12,0.12,0.01,0.12
117,Lille,Mitchel Bakker,NED,"DF,FW",24.0,13.0,6.0,563.0,6.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.1,2.1,1.0,3.1,22.0,24.0,54.0,0.32,0.16,0.48,0.32,0.48,0.32,0.16,0.48,0.32,0.48
118,Lille,Matias Fernandez-Pardo,BEL,FW,20.0,11.0,5.0,437.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,1.1,1.3,23.0,10.0,36.0,0.21,0.21,0.41,0.21,0.41,0.04,0.22,0.27,0.04,0.27
119,Lille,Tiago Santos,POR,DF,22.0,7.0,4.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.0,24.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22
120,Lille,Mohamed Lamine Bayo,GUI,FW,26.0,12.0,4.0,309.0,3.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,0.5,2.7,4.0,4.0,20.0,0.58,0.29,0.87,0.58,0.87,0.65,0.15,0.8,0.65,0.8
121,Lille,Ismaily,BRA,DF,35.0,5.0,3.0,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,5.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
122,Lille,Ethan Mbappé,FRA,"MF,FW",18.0,5.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.7,1.7,2.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.79,0.62,1.4,0.79,1.4
123,Lille,Younes Lachaab,FRA,MF,20.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1.22,1.22,1.22
124,Lille,Ousmane Toure,FRA,DF,19.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Lille,Aaron Malouda,FRA,FW,19.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Lille,Vincent Burlet,BEL,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Lille,Marc-Aurèle Caillard,FRA,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Lille,Isaac Cossier,FRA,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Lille,Rafael Fernandes,POR,DF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Lille,Andrej Ilic,SRB,FW,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Lille,Vito Mannone,ITA,GK,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Lille,Akim Zedadka,ALG,DF,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Nice,Marcin Bułka,POL,GK,25.0,20.0,20.0,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
134,Nice,Evann Guessand,CIV,"FW,MF",23.0,20.0,20.0,1700.0,18.9,9.0,5.0,14.0,9.0,0.0,0.0,2.0,0.0,6.4,6.4,3.7,10.1,59.0,54.0,95.0,0.48,0.26,0.74,0.48,0.74,0.34,0.2,0.54,0.34,0.54
135,Nice,Hicham Boudaoui,ALG,MF,25.0,16.0,16.0,1431.0,15.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.6,1.9,33.0,79.0,35.0,0.06,0.06,0.13,0.06,0.13,0.08,0.04,0.12,0.08,0.12
136,Nice,Pablo Rosario,NED,"MF,DF",28.0,17.0,14.0,1181.0,13.1,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.2,1.4,0.3,1.8,10.0,54.0,12.0,0.08,0.08,0.15,0.0,0.08,0.17,0.03,0.19,0.11,0.13
137,Nice,Jonathan Clauss,FRA,"DF,MF",32.0,15.0,14.0,1167.0,13.0,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,5.0,26.0,48.0,68.0,0.08,0.31,0.39,0.08,0.39,0.08,0.31,0.39,0.08,0.39
138,Nice,Mohamed Ali Cho,FRA,"FW,MF",21.0,16.0,14.0,1052.0,11.7,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.1,2.1,2.7,4.8,44.0,33.0,88.0,0.26,0.17,0.43,0.26,0.43,0.18,0.23,0.41,0.18,0.41
139,Nice,Moïse Bombito,CAN,DF,24.0,15.0,13.0,1192.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6,0.6,0.0,0.6,14.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
