PlayerName,Team,Pos,Age,MP,Starts,Min,90s,Non_Penalty_Goals,npxG_Non_Penalty_xG,Shots_Total,Assists,xAG_Exp_Assisted_Goals,npxG_plus_xAG,Shot_Creating_Actions,Passes_Attempted,Pass_Completion_Percentage,Progressive_Passes,Progressive_Carries,Successful_Take_Ons,Touches_Att_Pen,Progressive_Passes_Rec,Tackles,Interceptions,Blocks,Clearances,Aerials_Won
Djibril Sidibé,Toulouse,CB,32.0,15.0,12.0,1088.0,12.1,0.0,0.02,0.25,0.17,0.17,0.19,1.74,56.91,79.9,5.87,0.41,0.66,0.5,1.99,3.14,1.24,0.66,2.48,0.83
Douglas,Nantes,MF,28.0,16.0,16.0,1339.0,14.9,0.13,0.13,1.28,0.13,0.07,0.21,1.48,47.72,85.8,5.38,0.4,0.54,2.02,1.61,2.62,0.74,2.22,1.48,0.81
Duje Ćaleta-Car,Lyon,CB,28.0,15.0,14.0,1247.0,13.9,0.07,0.12,0.51,0.0,0.01,0.14,0.22,58.53,90.6,2.6,0.22,0.07,1.08,0.0,1.15,0.94,1.95,5.27,2.17
Dylan Batubinsika,Saint-Étienne,CB,28.0,20.0,18.0,1631.0,18.1,0.0,0.03,0.28,0.0,0.01,0.04,0.39,53.14,90.9,2.32,0.5,0.28,0.33,0.06,1.05,1.88,1.21,5.96,1.82
Edimilson Fernandes,Brest,MF,28.0,12.0,8.0,713.0,7.9,0.0,0.04,1.01,0.13,0.06,0.11,1.14,43.93,85.3,2.78,0.38,0.13,0.88,0.13,1.01,2.02,1.39,2.9,1.14
Edon Zhegrova,Lille,AM,25.0,12.0,12.0,978.0,10.9,0.37,0.21,2.12,0.09,0.2,0.41,3.5,38.28,76.0,4.97,3.4,2.12,3.22,7.45,0.46,0.37,0.74,0.09,0.28
Eliesse Ben Seghir,Monaco,AM,19.0,20.0,14.0,1226.0,13.6,0.22,0.23,3.23,0.22,0.27,0.51,4.11,46.54,76.5,6.02,4.26,1.69,3.38,9.54,1.54,0.51,0.95,0.07,0.51
Elisha Owusu,Auxerre,MF,27.0,19.0,19.0,1644.0,18.3,0.05,0.02,0.22,0.16,0.04,0.06,1.42,33.23,79.7,3.12,0.27,0.44,0.27,1.2,3.23,1.75,1.48,1.64,0.77
Elye Wahi,Marseille,FW,22.0,13.0,7.0,574.0,6.4,0.31,0.82,2.51,0.16,0.06,0.88,2.51,17.4,79.3,1.1,1.1,0.31,4.7,6.43,0.0,0.16,0.16,0.0,0.63
Emanuel Emegha,Strasbourg,FW,22.0,15.0,15.0,1224.0,13.6,0.59,0.74,2.5,0.15,0.13,0.86,1.47,11.62,75.9,0.51,1.76,0.44,3.6,4.12,0.29,0.0,0.74,1.25,1.1
Emmanuel Agbadou,Reims,CB,27.0,14.0,14.0,1260.0,14.0,0.0,0.04,1.07,0.0,0.02,0.06,1.5,65.86,87.9,5.5,0.71,0.64,0.29,0.0,1.79,1.36,1.57,4.57,1.29
Emmanuel Biumla,Angers,CB,19.0,14.0,13.0,1138.0,12.6,0.08,0.06,0.32,0.0,0.0,0.06,0.32,33.69,88.0,1.11,0.24,0.55,0.55,0.0,1.42,0.55,1.11,5.62,1.11
Emmanuel Sabbi,Le Havre,AM,27.0,15.0,7.0,653.0,7.3,0.0,0.26,2.07,0.0,0.08,0.34,2.76,17.64,71.1,2.07,1.52,1.52,3.17,5.38,1.93,0.41,0.28,0.55,1.24
Enzo Tchato,Montpellier,FB,22.0,20.0,14.0,1404.0,15.6,0.0,0.0,0.13,0.0,0.03,0.04,1.41,48.33,75.7,2.88,1.67,0.19,0.58,3.78,2.37,1.22,1.41,2.63,0.96
Ernest Nuamah,Lyon,AM,21.0,15.0,7.0,647.0,7.2,0.14,0.22,2.5,0.0,0.1,0.32,3.62,37.42,82.2,3.06,4.17,1.11,4.45,11.13,1.67,0.56,0.56,0.7,1.11
Esteban Lepaul,Angers,FW,24.0,16.0,6.0,624.0,6.9,0.72,0.4,2.31,0.0,0.03,0.45,1.44,20.91,71.7,1.59,1.73,0.14,2.31,3.75,0.43,0.29,1.3,0.72,2.02
Etienne Youte Kinkoue,Le Havre,CB,23.0,15.0,15.0,1307.0,14.5,0.0,0.04,0.48,0.0,0.01,0.05,0.34,49.17,88.9,2.55,0.28,0.14,0.28,0.28,0.83,1.03,1.72,5.99,0.9
Evann Guessand,Nice,AM,23.0,20.0,20.0,1700.0,18.9,0.48,0.34,2.33,0.26,0.2,0.53,3.39,18.74,75.7,2.86,3.12,1.54,4.29,5.03,1.64,0.53,0.74,0.58,0.95
Fabián Ruiz Peña,Paris S-G,MF,28.0,19.0,12.0,1154.0,12.8,0.16,0.19,2.18,0.08,0.15,0.34,3.9,77.05,90.4,9.51,2.26,0.62,3.04,4.21,1.79,0.94,1.01,1.72,0.31
Facundo Medina,Lens,CB,25.0,18.0,18.0,1588.0,17.6,0.0,0.06,1.02,0.06,0.06,0.12,2.38,62.91,86.1,6.23,1.93,0.4,1.02,1.53,2.04,1.3,1.13,2.21,1.3
Falaye Sacko,Montpellier,FB,29.0,10.0,10.0,850.0,9.4,0.0,0.0,0.0,0.11,0.01,0.01,1.69,49.55,84.0,4.98,1.59,0.21,0.64,2.86,1.38,1.16,1.48,0.95,0.53
Farid El Melali,Angers,AM,27.0,18.0,16.0,1292.0,14.4,0.07,0.13,2.09,0.14,0.19,0.32,3.48,25.5,71.6,1.67,3.34,3.2,3.07,5.29,1.46,0.7,0.91,0.63,0.35
Félix Lemaréchal,Strasbourg,FW,21.0,13.0,7.0,685.0,7.6,0.13,0.08,0.53,0.13,0.09,0.17,2.23,28.38,76.4,2.1,1.45,1.18,1.97,3.42,2.23,1.31,2.23,1.18,0.39
Florent Hanin,Angers,FB,35.0,19.0,17.0,1477.0,16.4,0.06,0.05,0.55,0.12,0.09,0.13,2.38,58.44,76.9,4.02,1.65,0.24,0.85,4.51,2.13,1.83,0.49,3.6,0.73
Florian Sotoca,Lens,FW,34.0,18.0,13.0,1032.0,11.5,0.0,0.29,2.53,0.09,0.1,0.38,2.62,47.88,72.3,5.41,2.27,0.96,4.8,9.16,1.05,0.44,0.78,1.22,2.09
Folarin Balogun,Monaco,FW,23.0,7.0,6.0,469.0,5.2,0.58,0.73,4.41,0.0,0.17,0.9,3.07,18.04,68.1,1.73,2.49,0.58,8.06,10.94,0.0,0.0,0.0,0.0,0.19
Frank Magri,Toulouse,FW,25.0,18.0,5.0,473.0,5.3,0.0,0.29,3.62,0.0,0.04,0.32,2.28,15.6,69.5,2.85,1.71,0.38,5.14,5.33,0.38,0.19,1.71,0.95,3.81
Gabriel Gudmundsson,Lille,FB,25.0,19.0,14.0,1245.0,13.8,0.14,0.04,1.08,0.0,0.07,0.11,1.59,53.49,82.3,4.99,3.47,1.01,2.02,5.78,1.81,0.72,1.01,1.73,0.72
Gabriel Osho,Auxerre,CB,26.0,13.0,13.0,1024.0,11.4,0.09,0.07,0.35,0.0,0.0,0.07,0.09,43.33,87.2,2.55,0.79,0.26,0.53,0.09,1.05,0.97,1.93,4.66,0.97
Gabriel Suazo,Toulouse,FB,27.0,18.0,12.0,1183.0,13.1,0.0,0.02,0.23,0.23,0.18,0.2,3.73,53.25,79.3,4.79,2.05,1.22,1.37,4.87,2.74,1.45,1.37,1.6,0.76
Gaëtan Laborde,Nice,FW,30.0,14.0,8.0,788.0,8.8,0.46,0.46,3.54,0.23,0.14,0.61,2.86,24.78,67.3,2.06,1.83,0.57,5.82,7.2,1.48,0.46,1.37,0.91,2.28
Gaëtan Perrin,Auxerre,AM,28.0,20.0,17.0,1449.0,16.1,0.31,0.21,1.99,0.25,0.27,0.47,3.66,33.6,71.2,4.1,1.99,1.61,2.86,4.6,2.17,0.62,0.43,0.19,0.19
Gautier Lloris,Le Havre,CB,29.0,20.0,20.0,1799.0,20.0,0.1,0.06,0.5,0.05,0.05,0.1,0.8,50.73,87.4,4.1,0.6,0.2,0.95,0.35,2.35,0.75,1.1,6.0,2.3
Geoffrey Kondogbia,Marseille,CB,31.0,13.0,12.0,1100.0,12.2,0.0,0.02,0.25,0.0,0.01,0.02,1.06,74.37,92.7,4.17,0.57,0.49,0.41,0.16,2.78,0.9,0.9,2.95,0.74
George Ilenikhena,Monaco,FW,18.0,16.0,5.0,548.0,6.1,0.16,0.54,2.14,0.33,0.21,0.74,1.81,13.47,67.1,0.82,1.15,0.33,4.43,6.41,0.16,0.16,0.0,0.0,2.14
Georges Mikautadze,Lyon,FW,24.0,20.0,6.0,738.0,8.2,0.37,0.41,3.29,0.12,0.13,0.55,2.68,28.54,75.2,3.78,2.68,0.98,7.2,9.02,0.61,0.24,0.37,0.12,1.1
Gideon Mensah,Auxerre,FB,26.0,15.0,14.0,1282.0,14.2,0.0,0.01,0.21,0.07,0.13,0.15,2.32,52.16,78.2,4.35,2.25,1.61,0.56,4.07,2.53,2.11,1.12,2.74,0.7
Glen Kamara,Rennes,MF,29.0,13.0,8.0,662.0,7.4,0.0,0.03,0.14,0.14,0.03,0.04,2.72,56.01,90.3,4.62,0.68,0.54,1.77,2.99,3.13,0.95,0.95,0.95,0.27
Guela Doué,Strasbourg,FB,22.0,19.0,19.0,1710.0,19.0,0.05,0.04,0.79,0.0,0.02,0.06,1.63,66.32,82.5,4.84,1.42,0.58,1.26,1.79,2.05,1.32,0.89,5.11,1.53
Habib Diarra,Strasbourg,MF,21.0,19.0,19.0,1640.0,18.2,0.11,0.05,0.93,0.16,0.19,0.24,1.87,35.84,84.4,4.23,2.36,0.55,1.43,3.68,0.82,0.49,0.77,1.7,0.49
Hákon Arnar Haraldsson,Lille,AM,21.0,12.0,9.0,784.0,8.7,0.23,0.22,1.84,0.23,0.13,0.33,3.44,51.08,80.7,5.05,2.53,0.92,3.67,7.35,2.07,0.57,0.57,0.34,0.23
Hamed Junior Traorè,Auxerre,AM,24.0,17.0,17.0,1425.0,15.8,0.51,0.32,3.03,0.06,0.11,0.44,3.03,26.27,72.4,4.23,2.97,1.52,3.47,6.0,1.96,0.32,0.44,0.57,0.38
Hans Hateboer,Rennes,CB,31.0,20.0,15.0,1379.0,15.3,0.0,0.03,0.46,0.0,0.09,0.12,1.44,60.96,84.0,5.03,1.24,0.39,0.98,3.52,1.63,1.57,1.04,3.2,1.96
Haris Belkebla,Angers,MF,31.0,16.0,15.0,1353.0,15.0,0.0,0.01,0.2,0.07,0.06,0.07,0.67,43.04,87.9,3.39,0.33,0.2,0.33,0.93,2.86,1.53,1.33,2.33,0.53
Hicham Boudaoui,Nice,MF,25.0,16.0,16.0,1431.0,15.9,0.06,0.08,1.38,0.06,0.04,0.12,2.08,42.7,84.5,4.97,2.08,0.94,1.45,2.2,2.83,1.13,1.51,2.14,0.82
Himad Abdelli,Angers,AM,25.0,20.0,20.0,1772.0,19.7,0.1,0.09,1.02,0.05,0.14,0.23,3.25,57.9,81.8,7.36,3.91,1.93,1.93,4.42,1.47,0.81,0.56,0.76,0.46
Hugo Magnetti,Brest,MF,26.0,19.0,15.0,1365.0,15.2,0.07,0.03,0.66,0.0,0.03,0.06,1.12,41.34,83.7,2.9,0.53,0.53,0.53,0.86,1.78,0.73,0.79,1.38,0.4
Ibrahim Sissoko,Saint-Étienne,FW,29.0,15.0,8.0,802.0,8.9,0.22,0.39,2.36,0.11,0.07,0.46,2.24,18.4,65.9,1.23,1.35,0.34,3.93,3.7,1.23,0.22,1.01,1.46,2.69
Ibrahima Niane,Angers,FW,25.0,15.0,7.0,712.0,7.9,0.25,0.52,2.91,0.13,0.13,0.63,1.9,19.21,69.1,0.63,1.9,0.38,4.8,5.18,0.76,0.25,0.63,0.38,1.9
Ismaël Doukouré,Strasbourg,MF,21.0,18.0,18.0,1509.0,16.8,0.0,0.01,0.06,0.06,0.04,0.05,0.89,51.89,86.7,3.76,0.72,0.6,0.12,0.3,1.49,1.07,1.31,3.94,0.95
Issa Soumaré,Le Havre,FW,24.0,15.0,8.0,767.0,8.5,0.0,0.15,1.53,0.0,0.07,0.22,2.11,25.93,63.3,1.88,2.58,0.59,3.87,7.98,0.94,0.59,0.7,1.29,3.52
Issiaga Sylla,Montpellier,FB,31.0,15.0,13.0,912.0,10.1,0.1,0.17,0.99,0.0,0.03,0.2,1.58,44.11,76.5,4.05,2.57,0.69,1.28,3.36,2.17,0.89,1.18,2.86,1.78
Jean-Charles Castelletto,Nantes,CB,30.0,18.0,18.0,1602.0,17.8,0.0,0.06,0.39,0.0,0.0,0.06,0.67,45.9,88.7,3.6,0.62,0.06,0.51,0.39,1.35,0.96,0.9,5.34,1.74
Jean-Eudes Aholou,Angers,MF,30.0,19.0,19.0,1426.0,15.8,0.13,0.1,1.51,0.0,0.02,0.12,1.58,37.93,85.9,3.66,0.88,0.69,1.64,0.76,2.71,1.96,1.51,1.58,1.7
Jean-Kevin Duverne,Nantes,FB,27.0,9.0,7.0,537.0,6.0,0.0,0.05,0.67,0.0,0.02,0.07,0.84,50.95,78.3,3.69,1.01,0.34,0.5,1.34,3.52,1.34,1.68,3.85,1.51
Jeremie Boga,Nice,AM,28.0,10.0,8.0,621.0,6.9,0.0,0.19,2.46,0.14,0.22,0.39,4.78,29.57,80.9,2.46,5.07,2.46,5.22,6.52,0.87,0.29,1.3,0.14,0.14
Jhoanner Chávez,Lens,FB,22.0,10.0,7.0,596.0,6.6,0.15,0.05,0.76,0.0,0.11,0.15,2.27,46.51,74.7,1.36,2.11,0.45,2.27,5.44,1.36,0.91,1.51,1.96,1.06
Jim Allevinah,Angers,AM,29.0,16.0,15.0,1053.0,11.7,0.0,0.17,1.97,0.26,0.19,0.36,2.31,25.21,74.9,2.82,2.22,0.43,3.59,5.13,0.85,0.51,0.51,1.28,0.68
João Neves,Paris S-G,MF,20.0,16.0,13.0,1118.0,12.4,0.16,0.15,1.45,0.56,0.26,0.4,3.62,83.4,90.8,7.49,1.85,0.72,2.5,3.62,3.86,0.64,1.45,0.64,1.05
Johann Lepenant,Nantes,MF,22.0,16.0,14.0,1232.0,13.7,0.15,0.07,1.02,0.07,0.07,0.14,1.83,33.17,78.9,4.16,1.39,0.88,1.61,3.51,3.29,0.73,1.1,0.88,0.88
Jon Rowe,Marseille,AM,21.0,17.0,3.0,483.0,5.4,0.37,0.45,4.84,0.37,0.52,0.99,3.35,32.98,81.4,3.73,3.73,2.61,6.15,9.88,1.3,0.19,0.37,0.0,0.56
Jonas Martin,Brest,MF,34.0,12.0,5.0,458.0,5.1,0.2,0.06,0.39,0.0,0.06,0.14,1.57,53.65,87.9,3.73,1.57,0.39,0.79,1.38,2.16,1.18,0.59,2.16,0.98
Jonathan Clauss,Nice,FB,32.0,15.0,14.0,1167.0,13.0,0.08,0.08,0.93,0.31,0.31,0.39,3.01,49.2,73.8,3.7,2.01,0.54,2.47,5.24,2.78,2.16,1.08,3.55,0.54
Jonathan David,Lille,FW,25.0,19.0,16.0,1539.0,17.1,0.35,0.34,1.99,0.18,0.16,0.5,2.11,23.45,80.8,1.7,1.23,0.76,5.26,6.14,0.88,0.18,0.47,0.29,0.64
Jonathan Gradit,Lens,CB,32.0,13.0,12.0,1035.0,11.5,0.0,0.03,0.78,0.0,0.03,0.06,1.13,53.22,82.4,5.48,0.7,0.17,0.52,0.17,1.91,1.22,0.96,4.35,3.39
Jordan Amavi,Brest,FB,30.0,11.0,8.0,790.0,8.8,0.0,0.03,0.91,0.0,0.02,0.05,1.59,59.92,73.4,4.1,2.51,0.8,0.46,2.39,2.73,0.8,1.14,2.05,1.71
Jordan Ferri,Montpellier,MF,32.0,13.0,11.0,967.0,10.7,0.0,0.02,0.74,0.09,0.05,0.07,2.51,60.31,88.4,6.89,0.74,0.19,0.84,2.05,2.61,0.56,0.84,1.12,0.74
Jordan James,Rennes,MF,20.0,12.0,8.0,684.0,7.6,0.0,0.05,1.45,0.0,0.12,0.17,2.76,47.5,85.0,5.39,1.05,0.66,0.79,0.53,2.5,1.32,1.18,1.32,0.66
Jordan Lefort,Angers,CB,31.0,20.0,20.0,1800.0,20.0,0.0,0.01,0.2,0.05,0.06,0.07,1.0,55.15,83.1,3.0,0.1,0.2,0.6,0.55,1.7,1.05,1.6,5.3,1.3
Jordan Veretout,Lyon,MF,31.0,16.0,15.0,1201.0,13.3,0.15,0.09,0.82,0.0,0.04,0.13,2.1,51.71,82.9,5.77,1.87,0.3,1.35,3.45,1.35,0.22,0.82,1.42,0.52
Joris Chotard,Montpellier,MF,23.0,13.0,13.0,1015.0,11.3,0.09,0.05,0.62,0.0,0.03,0.08,1.24,39.28,80.4,4.34,0.98,0.53,0.35,1.68,2.31,0.98,1.24,2.84,0.98
Joseph Okumu,Reims,CB,27.0,11.0,9.0,831.0,9.2,0.11,0.05,0.76,0.0,0.0,0.05,1.41,62.49,83.0,6.39,1.3,0.65,0.87,0.11,2.27,1.41,1.62,4.98,2.06
Joshua King,Toulouse,FW,33.0,18.0,14.0,1138.0,12.6,0.32,0.35,2.53,0.16,0.13,0.47,1.66,19.3,71.3,1.74,1.98,1.9,4.82,5.85,0.47,0.24,0.63,1.27,2.21
Josué Casimir,Le Havre,FW,23.0,14.0,10.0,873.0,9.7,0.1,0.13,1.13,0.21,0.11,0.25,2.27,25.88,69.7,2.06,2.68,0.72,2.37,5.15,2.16,0.1,0.82,2.16,0.52
Jubal,Auxerre,CB,31.0,17.0,17.0,1477.0,16.4,0.0,0.05,0.85,0.0,0.02,0.07,0.43,32.78,84.6,1.1,0.0,0.06,1.34,0.12,2.25,0.67,2.38,6.15,2.32
Julien Le Cardinal,Brest,CB,27.0,9.0,9.0,793.0,8.8,0.0,0.03,0.79,0.11,0.02,0.07,0.91,49.94,85.9,2.27,0.45,0.11,1.13,0.11,1.59,2.72,1.25,4.43,1.7
Junya Ito,Reims,AM,31.0,20.0,20.0,1759.0,19.5,0.2,0.17,1.02,0.15,0.28,0.46,4.45,42.62,65.7,4.76,4.3,1.89,3.02,9.41,1.18,0.46,1.23,0.31,0.67
Kamory Doumbia,Brest,AM,21.0,17.0,7.0,782.0,8.7,0.12,0.08,1.15,0.12,0.09,0.17,4.03,47.76,78.6,4.72,0.81,1.15,1.84,3.68,2.99,2.19,1.04,1.04,0.81
Keito Nakamura,Reims,AM,24.0,20.0,19.0,1582.0,17.6,0.46,0.32,2.73,0.06,0.07,0.4,1.93,25.32,73.5,3.02,3.36,0.97,4.21,6.54,0.91,0.46,0.8,0.46,0.28
Kelvin Amian,Nantes,FB,26.0,17.0,13.0,1237.0,13.7,0.07,0.01,0.29,0.0,0.03,0.04,1.6,37.47,80.8,2.84,1.6,0.51,0.73,3.57,2.47,0.22,0.8,2.98,0.8
Kenny Lala,Brest,FB,33.0,17.0,16.0,1516.0,16.8,0.0,0.04,0.3,0.06,0.05,0.09,2.02,58.42,78.0,4.39,2.08,0.53,0.3,2.26,2.37,1.07,1.07,2.2,0.12
Kévin Danois,Auxerre,MF,20.0,14.0,10.0,886.0,9.8,0.0,0.07,1.12,0.0,0.08,0.15,3.76,45.91,80.3,6.91,1.32,1.32,2.34,3.15,3.56,1.52,0.61,1.42,0.91
Kevin Danso,Lens,CB,26.0,12.0,12.0,1080.0,12.0,0.0,0.04,0.83,0.0,0.08,0.13,1.0,64.17,85.6,4.33,0.75,0.08,1.42,0.08,1.58,1.67,2.08,5.17,3.42
Ki-Jana Hoever,Auxerre,FB,23.0,17.0,14.0,1141.0,12.7,0.0,0.02,0.47,0.08,0.09,0.1,1.58,42.83,68.5,3.47,2.37,0.32,1.26,5.05,2.13,0.95,1.5,2.84,1.26
Lamine Camara,Monaco,MF,21.0,17.0,15.0,1231.0,13.7,0.15,0.11,1.39,0.37,0.2,0.31,4.09,61.56,82.4,6.29,1.17,0.66,1.02,2.05,3.14,1.61,1.61,1.39,1.02
Lassine Sinayoko,Auxerre,FW,25.0,20.0,17.0,1431.0,15.9,0.06,0.13,1.82,0.25,0.21,0.35,3.96,27.42,75.9,2.45,2.2,0.63,4.65,7.92,1.13,0.57,0.69,1.57,1.01
Léo Pétrot,Saint-Étienne,FB,27.0,17.0,15.0,1378.0,15.3,0.0,0.01,0.2,0.07,0.03,0.04,1.05,46.24,78.8,2.22,0.78,0.33,0.59,3.46,2.87,1.63,1.63,3.4,1.11
Leo Skiri Østigård,Rennes,CB,25.0,16.0,14.0,1227.0,13.6,0.07,0.05,0.44,0.0,0.01,0.07,0.59,58.46,84.8,3.67,0.22,0.07,0.81,0.07,1.47,1.1,0.88,5.94,3.45
Leonardo Balerdi,Marseille,CB,26.0,17.0,17.0,1444.0,16.0,0.0,0.01,0.25,0.0,0.04,0.05,1.25,103.9,93.9,4.74,0.5,0.56,0.5,0.19,1.99,1.56,1.31,2.8,1.31
Lilian Brassier,Marseille,CB,25.0,12.0,9.0,779.0,8.7,0.0,0.03,0.64,0.0,0.0,0.03,0.53,74.96,84.9,4.48,1.28,0.11,1.39,0.85,0.96,1.28,1.07,2.99,2.03
Lilian Brassier,Rennes,CB,25.0,1.0,1.0,65.0,0.7,0.0,0.03,0.64,0.0,0.0,0.03,0.53,74.96,84.9,4.48,1.28,0.11,1.39,0.85,0.96,1.28,1.07,2.99,2.03
Loïc Nego,Le Havre,FB,34.0,17.0,14.0,1201.0,13.3,0.0,0.05,0.6,0.0,0.02,0.07,1.42,41.37,74.5,3.45,2.32,0.75,1.87,6.14,1.95,1.35,0.82,2.85,0.75
Lorenz Assignon,Rennes,FB,24.0,18.0,14.0,1215.0,13.5,0.07,0.03,0.52,0.15,0.08,0.11,2.52,52.96,79.9,4.81,4.0,1.11,2.52,7.56,1.56,1.11,0.96,3.26,1.41
Louis Mouton,Saint-Étienne,MF,22.0,15.0,11.0,820.0,9.1,0.0,0.12,1.43,0.11,0.12,0.24,1.98,44.34,79.2,3.51,1.21,1.1,1.76,2.96,3.07,0.99,1.32,1.43,0.33
Luc Zogbé,Brest,FB,19.0,11.0,7.0,580.0,6.4,0.0,0.03,0.93,0.0,0.02,0.05,2.02,46.71,76.1,2.79,0.62,0.62,0.78,2.79,4.66,2.02,1.24,2.95,1.71
Lucas Beraldo,Paris S-G,CB,21.0,13.0,12.0,1085.0,12.1,0.08,0.04,0.41,0.0,0.02,0.05,0.91,94.48,93.1,6.06,0.58,0.0,0.5,0.0,1.82,1.08,0.58,2.07,1.41
Lucas Stassin,Saint-Étienne,FW,20.0,17.0,12.0,939.0,10.4,0.29,0.32,1.73,0.38,0.22,0.54,1.63,22.43,70.9,1.25,1.53,0.58,3.74,6.71,0.86,0.1,0.58,0.38,0.96
Ludovic Ajorque,Brest,FW,30.0,18.0,16.0,1393.0,15.5,0.52,0.23,1.49,0.06,0.14,0.37,2.46,24.49,69.9,1.81,0.39,0.39,3.88,4.65,0.84,0.26,0.71,0.9,4.97
Ludovic Blas,Rennes,AM,27.0,20.0,19.0,1652.0,18.4,0.33,0.23,2.45,0.33,0.16,0.39,4.19,37.16,74.5,4.41,3.05,1.8,4.47,7.9,1.36,0.38,0.82,0.44,0.44
Luis Henrique,Marseille,FB,23.0,20.0,18.0,1565.0,17.4,0.4,0.16,1.04,0.23,0.13,0.29,3.68,44.28,79.9,4.54,2.7,1.5,2.93,8.4,0.69,0.29,0.58,1.27,0.0
M'Bala Nzola,Lens,FW,28.0,15.0,13.0,1124.0,12.5,0.48,0.59,2.96,0.08,0.1,0.7,2.88,19.06,74.8,1.68,1.6,0.8,5.85,8.25,0.32,0.32,0.56,0.48,2.48
Maghnes Akliouche,Monaco,AM,22.0,18.0,14.0,1285.0,14.3,0.21,0.28,2.31,0.35,0.32,0.6,4.41,46.51,79.2,6.58,4.34,1.96,5.81,8.61,2.1,0.63,0.77,0.28,0.14
Mahdi Camara,Brest,MF,26.0,20.0,17.0,1474.0,16.4,0.18,0.12,1.53,0.12,0.09,0.2,2.5,39.87,86.2,3.66,1.77,1.1,2.32,3.11,3.18,1.04,1.65,1.04,0.61
Malang Sarr,Lens,CB,26.0,8.0,6.0,564.0,6.3,0.0,0.03,0.48,0.0,0.02,0.03,0.96,52.18,89.3,2.23,0.16,0.0,0.8,0.16,1.12,1.6,1.28,3.35,0.8
Malick Fofana,Lyon,AM,19.0,18.0,10.0,1004.0,11.2,0.27,0.24,1.97,0.27,0.14,0.39,2.69,35.86,76.8,3.14,5.74,1.34,5.65,11.03,1.34,0.63,0.72,0.54,0.09
Mama Samba Baldé,Lyon,FW,29.0,2.0,0.0,33.0,0.4,0.21,0.25,2.21,0.11,0.11,0.36,3.15,19.66,71.1,1.37,2.73,1.26,4.52,8.2,0.84,0.63,0.42,1.26,2.63
Mama Samba Baldé,Brest,FW,29.0,17.0,10.0,823.0,9.1,0.21,0.25,2.21,0.11,0.11,0.36,3.15,19.66,71.1,1.37,2.73,1.26,4.52,8.2,0.84,0.63,0.42,1.26,2.63
Mamadou Sarr,Strasbourg,CB,19.0,14.0,14.0,1217.0,13.5,0.0,0.01,0.15,0.07,0.01,0.04,0.52,60.27,92.6,1.7,0.22,0.67,0.37,0.07,1.41,1.04,0.81,3.85,1.18
Marco Asensio,Paris S-G,FW,29.0,12.0,8.0,618.0,6.9,0.29,0.82,3.79,0.58,0.39,1.21,5.39,48.79,86.9,5.24,2.77,0.58,5.83,7.14,0.58,0.0,0.15,0.15,0.15
Marcus Coco,Nantes,FB,28.0,11.0,6.0,559.0,6.2,0.0,0.0,0.16,0.16,0.08,0.08,1.77,53.77,82.3,4.03,1.13,0.16,0.16,3.7,3.22,0.97,1.45,2.74,1.13
Mark McKenzie,Toulouse,CB,25.0,18.0,18.0,1594.0,17.7,0.06,0.05,0.23,0.0,0.02,0.07,0.51,47.6,84.1,3.39,0.28,0.17,0.45,0.17,2.09,0.79,1.07,4.29,1.36
Marquinhos,Paris S-G,CB,30.0,14.0,12.0,1106.0,12.3,0.0,0.03,0.41,0.0,0.05,0.08,1.87,97.0,94.4,7.57,1.71,0.24,0.57,0.24,1.55,0.57,1.3,3.34,1.87
Marshall Munetsi,Reims,MF,28.0,19.0,19.0,1692.0,18.8,0.21,0.21,1.7,0.11,0.11,0.31,2.18,20.43,68.5,1.38,0.43,0.32,3.19,2.55,1.91,0.9,1.44,1.86,2.18
Mason Greenwood,Marseille,AM,23.0,20.0,20.0,1720.0,19.1,0.47,0.28,3.4,0.16,0.2,0.48,3.98,45.16,78.0,4.55,4.13,2.04,4.6,9.26,1.52,0.42,0.16,0.26,0.21
Massadio Haïdara,Lens,FB,32.0,0.0,0.0,0.0,0.0,0.0,0.03,0.65,0.0,0.01,0.04,0.65,47.07,77.2,4.27,1.68,0.52,0.78,3.88,1.03,1.42,0.52,4.66,1.29
Massadio Haïdara,Brest,FB,32.0,10.0,9.0,696.0,7.7,0.0,0.03,0.65,0.0,0.01,0.04,0.65,47.07,77.2,4.27,1.68,0.52,0.78,3.88,1.03,1.42,0.52,4.66,1.29
Mathias Pereira Lage,Brest,AM,28.0,16.0,6.0,546.0,6.1,0.16,0.13,1.65,0.33,0.2,0.33,2.31,27.69,61.9,1.81,1.32,0.33,1.98,5.27,2.31,1.15,0.99,1.81,2.47
Mathieu Cafaro,Saint-Étienne,MF,27.0,15.0,9.0,732.0,8.1,0.12,0.18,2.83,0.0,0.16,0.34,3.07,29.39,72.0,1.97,2.34,0.86,3.32,6.27,1.23,0.86,0.86,0.37,0.37
Mathis Amougou,Saint-Étienne,MF,19.0,17.0,9.0,859.0,9.5,0.0,0.05,0.73,0.0,0.04,0.08,1.78,31.54,77.1,3.77,0.84,0.52,0.94,1.78,2.2,1.26,1.05,0.42,0.31
Matthis Abline,Nantes,FW,21.0,20.0,19.0,1585.0,17.6,0.28,0.27,2.78,0.06,0.13,0.4,2.21,17.66,71.1,1.82,2.33,1.25,5.22,5.85,0.4,0.11,0.45,1.42,1.48
