PlayerName,Pos,Non_Penalty_Goals,npxG_Non_Penalty_xG,Shots_Total,Assists,xAG_Exp_Assisted_Goals,npxG_plus_xAG,Shot_Creating_Actions,Passes_Attempted,Pass_Completion_Percentage,Progressive_Passes,Progressive_Carries,Successful_Take_Ons,Touches_Att_Pen,Progressive_Passes_Rec,Tackles,Interceptions,Blocks,Clearances,Aerials_Won
Sebastian Nanasi,AM,0.27,0.25,0.93,0.2,0.17,0.42,3.05,32.94,77.9,5.37,2.52,0.8,3.18,5.17,0.86,0.33,1.06,0.6,0.13
Sekou Mara,FW,0.15,0.16,2.18,0.15,0.15,0.29,1.45,21.05,71.0,1.16,0.73,1.6,2.76,5.08,1.31,0.44,1.02,0.29,2.32
Sergio Akieme,FB,0.06,0.03,0.95,0.06,0.06,0.1,1.01,38.5,79.4,2.41,1.9,0.57,1.21,3.74,1.4,0.76,1.14,2.79,0.82
Shavy Babicka,AM,0.61,0.38,1.97,0.0,0.14,0.53,3.04,26.1,69.8,1.82,2.88,1.21,5.01,11.84,2.12,0.15,1.52,0.61,0.46
Sinaly Diomande,CB,0.23,0.08,0.55,0.16,0.04,0.12,1.25,39.91,80.8,3.29,0.16,0.31,0.7,0.31,1.64,1.25,1.8,4.62,1.49
Sofiane Diop,AM,0.6,0.61,2.29,0.36,0.14,0.76,3.73,45.96,76.4,4.33,1.44,0.72,2.77,4.57,2.53,1.68,1.8,0.84,0.36
Sorba Thomas,AM,0.11,0.14,0.75,0.21,0.26,0.39,4.4,38.19,66.0,3.0,3.43,0.75,1.72,7.29,0.86,0.21,0.86,1.39,0.32
Soungoutou Magassa,MF,0.0,0.05,0.88,0.0,0.07,0.12,1.64,56.72,84.9,5.58,0.66,1.2,0.66,1.09,3.94,1.86,1.2,1.75,1.2
Takumi Minamino,AM,0.07,0.32,2.22,0.07,0.34,0.66,3.48,29.28,68.4,5.04,2.0,0.67,5.19,7.27,1.41,0.44,0.82,0.74,0.96
Tanguy Ndombele,MF,0.08,0.2,0.9,0.16,0.19,0.38,2.3,37.05,86.5,4.51,1.72,1.97,1.89,2.79,2.79,1.15,0.74,0.74,0.25
Teddy Teuma,AM,0.0,0.1,1.84,0.0,0.17,0.27,4.19,74.08,79.0,4.86,0.84,0.34,1.84,4.86,2.01,1.34,1.68,0.84,0.5
Téji Savanier,AM,0.0,0.1,1.83,0.24,0.27,0.37,5.08,57.79,68.4,6.38,1.06,0.83,1.42,4.49,1.0,0.71,0.59,0.89,0.95
Thilo Kehrer,CB,0.24,0.07,0.47,0.0,0.02,0.08,0.88,71.12,89.4,4.94,0.53,0.06,0.76,0.12,1.82,1.24,0.71,4.76,2.18
Thomas Meunier,FB,0.1,0.12,1.77,0.0,0.03,0.17,1.66,67.94,79.0,5.72,2.81,0.62,3.23,5.83,2.71,1.98,1.25,3.43,1.87
Timothee Pembele,CB,0.0,0.03,0.27,0.0,0.0,0.03,0.67,41.8,78.6,2.94,2.14,1.47,1.47,4.41,1.74,0.67,1.47,3.61,0.8
Tino Kadewere,AM,0.19,0.3,1.33,0.38,0.19,0.47,3.22,28.23,73.8,3.03,0.76,0.57,3.6,4.74,2.46,0.95,0.57,1.52,2.46
Tom Louchet,FB,0.18,0.02,1.09,0.0,0.13,0.16,3.44,53.6,81.4,3.8,2.17,0.54,2.35,4.35,3.44,1.81,1.45,2.54,1.45
Ulisses Garcia,FB,0.36,0.27,1.28,0.18,0.13,0.4,1.82,56.48,82.3,2.92,1.82,0.73,2.55,12.21,1.82,0.73,0.55,1.64,2.0
Valentin Atangana Edoa,MF,0.0,0.03,0.87,0.0,0.02,0.04,1.63,37.39,87.2,3.36,1.3,0.7,1.08,1.08,2.28,1.25,1.08,1.79,1.3
Valentin Rongier,MF,0.23,0.09,1.13,0.0,0.05,0.14,2.15,80.29,91.3,5.53,1.69,0.56,0.9,1.36,2.82,2.15,2.26,2.15,0.45
Vanderson,FB,0.07,0.13,0.9,0.15,0.1,0.22,2.24,58.8,77.6,3.74,2.32,1.05,2.17,4.86,3.44,2.09,2.02,2.47,1.12
Vincent Sierro,MF,0.0,0.03,0.58,0.07,0.18,0.21,2.84,56.84,75.6,6.92,0.58,0.22,0.95,1.02,1.89,0.8,1.53,1.89,1.6
Wahbi Khazri,FW,0.11,0.17,2.67,0.11,0.14,0.31,3.1,29.07,64.0,2.78,1.6,0.53,2.99,4.17,2.03,0.43,1.07,0.64,0.75
Waren Kamanzi,FB,0.0,0.05,0.48,0.0,0.04,0.07,1.79,41.24,81.4,2.99,1.79,1.2,1.67,5.5,2.87,0.72,0.36,2.15,0.6
Wilfried Singo,CB,0.08,0.09,0.68,0.15,0.09,0.18,0.76,64.07,84.7,4.93,1.59,0.38,1.36,1.29,1.74,2.05,0.45,4.17,1.82
Yanis Zouaoui,FB,0.0,0.0,0.14,0.27,0.19,0.19,3.44,53.04,69.7,2.75,3.3,1.51,0.82,2.89,1.24,1.1,0.69,4.12,0.96
Yann Gboho,AM,0.11,0.21,1.96,0.11,0.13,0.34,3.52,24.16,71.5,3.69,4.7,2.35,5.43,8.11,1.29,0.22,0.84,0.22,0.22
Yassin Belkhdim,MF,0.0,0.07,0.82,0.0,0.04,0.11,0.68,30.18,84.6,2.46,1.5,0.14,1.23,2.32,4.37,1.23,1.64,2.32,0.14
Yassine Kechta,MF,0.0,0.08,1.21,0.0,0.07,0.15,2.17,32.95,78.8,3.62,1.85,0.24,1.13,4.18,2.89,1.04,1.29,1.13,0.32
Yaya Kader Fofana,MF,0.14,0.09,1.85,0.14,0.24,0.33,3.12,32.93,76.3,3.12,2.7,1.99,2.41,4.12,2.41,0.43,1.56,0.28,0.57
Yoann Salmier,CB,0.0,0.09,0.56,0.0,0.02,0.12,0.34,39.07,81.8,2.71,0.79,0.45,1.02,0.11,1.58,1.13,1.36,6.66,2.26
Youssouf Ndayishimiye,CB,0.09,0.03,0.52,0.0,0.01,0.04,1.05,55.12,88.3,2.62,0.78,0.44,0.44,0.35,2.62,0.87,1.74,5.15,0.87
Yunis Abdelhamid,CB,0.0,0.02,0.18,0.0,0.01,0.04,0.55,45.92,86.7,2.03,0.37,0.28,0.65,0.28,1.57,1.2,2.21,5.16,1.75
Zakaria Aboukhlal,AM,0.28,0.44,2.87,0.11,0.08,0.52,1.63,17.04,63.0,1.18,1.58,0.56,5.34,7.99,0.9,0.34,0.84,0.39,1.07
Zuriko Davitashvili,MF,0.28,0.21,2.16,0.11,0.11,0.32,3.37,29.96,79.3,2.32,2.93,1.44,3.43,5.53,0.72,0.61,0.61,0.22,0.5
